,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
47499,0,6,40.68743,-73.95257,1,350,5,0,0.72,1,22
47500,0,6,40.67884,-73.92611,1,195,2,1,1.0,1,71
47501,0,6,40.68298,-73.9298,0,60,1,4,4.0,2,354
47502,2,25,40.76049,-73.9288,1,110,2,2,2.0,1,21
47503,0,3,40.6941,-73.96295,0,70,3,0,0.72,2,25
47504,0,6,40.68293,-73.92924,0,50,1,5,5.0,2,359
47505,0,3,40.69333,-73.965,0,80,7,0,0.72,2,37
47506,0,54,40.65465,-73.93383,2,33,31,0,0.72,4,41
47507,0,54,40.63673,-73.94988,1,399,2,2,2.0,1,161
47508,1,14,40.74887,-74.00498,1,350,3,0,0.72,1,328
47509,0,24,40.65603,-73.95832,0,100,10,0,0.72,1,59
47510,0,20,40.72549,-73.94912,0,95,2,1,1.0,1,67
47511,2,25,40.74786,-73.93889,0,46,1,0,0.72,1,6
47512,0,0,40.63293,-73.97117,0,86,2,0,0.72,1,365
47513,1,1,40.75061,-73.97233,0,85,1,1,1.0,1,43
47514,1,19,40.72281,-73.98099,0,66,3,0,0.72,1,9
47515,1,5,40.74611,-73.974,0,105,1,1,1.0,1,38
47516,3,86,40.5949,-74.07084,1,199,1,1,1.0,1,81
47517,1,4,40.80911,-73.93698,0,150,1,0,0.72,1,7
47518,2,56,40.75732,-73.91557,1,135,3,0,0.72,1,227
47519,2,56,40.75916,-73.92541,1,120,3,0,0.72,1,105
47520,0,15,40.66986,-73.95598,1,120,1,0,0.72,1,14
47521,1,14,40.74913,-73.99575,1,89,2,0,0.72,1,37
47522,2,56,40.76019,-73.92489,1,135,3,0,0.72,1,109
47523,1,8,40.79618,-73.96312,0,43,10,0,0.72,1,128
47524,1,52,40.72935,-73.99934,1,500,4,0,0.72,1,74
47525,0,22,40.63704,-73.96693,1,130,3,2,2.0,1,33
47526,2,25,40.7537,-73.93505,1,139,3,0,0.72,1,105
47527,1,19,40.7319,-73.98981,0,150,3,1,1.0,1,209
47528,1,43,40.70831,-74.00642,1,180,29,0,0.72,327,342
47529,1,43,40.70833,-74.00497,1,270,29,0,0.72,327,350
47530,0,22,40.63771,-73.9672,0,70,3,0,0.72,1,38
47531,0,21,40.69554,-73.92511,0,130,1,0,0.72,2,365
47532,1,23,40.71976,-73.98397,1,275,2,1,1.0,1,12
47533,1,26,40.74297,-73.98195,1,650,1,0,0.72,9,302
47534,0,34,40.68019,-73.98408,0,160,1,1,1.0,8,364
47535,0,21,40.70318,-73.92636,1,120,3,0,0.72,1,177
47536,1,1,40.75508,-73.96379,1,220,30,0,0.72,14,343
47537,1,1,40.75518,-73.96306,1,190,30,0,0.72,14,365
47538,1,30,40.83901,-73.93943,0,61,1,1,1.0,1,268
47539,1,64,40.72206,-73.99695,1,189,4,0,0.72,1,317
47540,0,6,40.69414,-73.94073,0,70,3,1,1.0,1,65
47541,1,1,40.75903,-73.96669,1,199,7,0,0.72,1,134
47542,1,1,40.7518,-73.97158,1,145,3,0,0.72,1,62
47543,0,113,40.69677,-73.98155,0,100,2,0,0.72,1,365
47544,1,1,40.75726,-73.96671,1,180,28,0,0.72,1,338
47545,1,7,40.76965,-73.99001,1,190,30,0,0.72,7,353
47546,1,7,40.76783,-73.98847,1,190,30,0,0.72,7,267
47547,0,54,40.66242,-73.92833,0,70,1,0,0.72,1,325
47548,1,28,40.77587,-73.95308,1,1100,4,0,0.72,1,270
47549,1,7,40.76896,-73.98908,1,190,30,0,0.72,7,348
47550,2,37,40.7664,-73.8227,0,49,4,0,0.72,2,63
47551,1,7,40.76793,-73.9882,1,190,30,0,0.72,7,354
47552,4,127,40.87852,-73.85003,0,36,2,2,2.0,3,47
47553,1,28,40.76074,-73.96015,1,340,30,0,0.72,2,332
47554,1,7,40.76285,-73.98653,1,300,30,0,0.72,7,310
47555,1,7,40.76364,-73.98694,1,300,30,0,0.72,7,310
47556,0,12,40.70469,-73.9369,1,101,4,0,0.72,1,27
47557,1,7,40.76192,-73.98696,1,190,30,0,0.72,7,311
47558,0,20,40.73171,-73.95374,0,50,3,0,0.72,2,0
47559,2,39,40.74175,-73.91409,0,50,1,4,4.0,1,82
47560,1,2,40.82936,-73.9493,0,80,2,0,0.72,1,15
47561,0,6,40.6811,-73.95823,1,125,2,1,1.0,2,342
47562,2,46,40.67207,-73.78094,0,60,1,2,2.0,4,79
47563,1,28,40.76139,-73.9625,1,200,30,0,0.72,2,365
47564,0,6,40.68477,-73.9509,0,40,2,1,1.0,1,1
47565,4,127,40.87877,-73.85044,0,55,2,0,0.72,3,35
47566,2,56,40.76215,-73.91973,2,110,1,1,1.0,1,21
47567,0,15,40.67221,-73.94847,1,100,2,0,0.72,1,87
47568,0,97,40.70112,-73.98402,1,225,2,1,1.0,1,303
47569,0,21,40.68898,-73.91358,0,60,7,0,0.72,1,24
47570,1,7,40.75993,-73.99074,1,225,2,0,0.72,1,270
47571,0,12,40.71394,-73.96301,1,199,5,0,0.72,1,213
47572,0,6,40.69386,-73.94192,1,100,4,0,0.72,2,0
47573,1,2,40.81745,-73.94441,1,225,3,0,0.72,2,235
47574,2,44,40.70694,-73.91552,0,50,1,0,0.72,1,67
47575,2,62,40.5847,-73.81387,1,250,2,0,0.72,1,52
47576,1,8,40.7875,-73.97511,1,350,4,0,0.72,1,324
47577,1,101,40.70964,-74.01798,1,199,1,0,0.72,1,43
47578,1,28,40.77223,-73.95082,1,350,4,0,0.72,1,337
47579,0,100,40.64567,-73.89091,0,45,1,7,7.0,1,68
47580,0,21,40.70534,-73.92357,0,65,1,1,1.0,1,188
47581,0,20,40.7199,-73.95085,1,199,14,0,0.72,1,21
47582,0,15,40.67671,-73.93991,1,169,4,0,0.72,1,324
47583,0,73,40.58624,-73.9448,0,50,1,5,5.0,3,85
47584,0,12,40.71115,-73.94371,1,210,3,1,1.0,1,254
47585,1,5,40.74942,-73.9817,1,95,1,7,7.0,1,54
47586,1,7,40.75895,-73.99509,0,189,4,1,1.0,1,8
47587,1,19,40.72555,-73.98198,1,145,1,3,3.0,1,84
47588,0,12,40.7069,-73.9436,1,159,14,0,0.72,1,345
47589,1,1,40.7624,-73.9693,1,299,30,2,2.0,1,248
47590,0,6,40.69069,-73.9298,1,399,3,3,3.0,1,235
47591,0,15,40.67555,-73.95298,0,85,2,0,0.72,1,363
47592,0,21,40.70146,-73.91932,1,75,2,3,3.0,1,163
47593,1,19,40.72607,-73.97622,1,145,4,0,0.72,1,26
47594,1,7,40.75395,-73.99593,1,168,5,0,0.72,1,50
47595,0,21,40.69185,-73.91073,1,150,3,1,1.0,2,21
47596,2,56,40.76067,-73.9198,1,225,2,2,2.0,1,277
47597,1,7,40.76171,-73.98728,1,177,2,1,1.0,1,125
47598,1,11,40.73895,-74.00268,1,199,5,0,0.72,1,122
47599,0,73,40.60467,-73.94243,1,139,1,5,5.0,1,162
47600,0,6,40.67822,-73.90938,0,50,5,1,1.0,1,32
47601,1,5,40.74554,-73.97368,1,300,30,0,0.72,23,349
47602,1,5,40.74833,-73.97253,1,280,30,0,0.72,23,336
47603,0,12,40.71693,-73.94267,1,295,2,1,1.0,3,354
47604,1,5,40.74964,-73.97203,1,280,30,0,0.72,23,336
47605,0,6,40.69221,-73.95168,1,116,2,4,4.0,2,156
47606,1,1,40.75229,-73.96953,1,155,1,2,2.0,1,300
47607,1,1,40.75161,-73.97025,1,175,1,0,0.72,1,250
47608,0,6,40.68218,-73.92129,0,120,2,1,1.0,1,97
47609,0,197,40.60544,-74.00137,0,59,1,0,0.72,2,364
47610,1,1,40.75109,-73.97086,1,155,1,0,0.72,2,244
47611,1,1,40.75225,-73.97107,1,165,1,0,0.72,2,330
47612,0,16,40.67853,-73.97749,1,250,5,0,0.72,1,14
47613,1,1,40.75209,-73.96944,1,165,1,0,0.72,1,341
47614,1,68,40.73592,-73.98993,1,295,2,1,1.0,1,0
47615,1,2,40.81216,-73.95036,0,150,1,1,1.0,1,59
47616,1,43,40.70662,-74.00258,1,750,3,0,0.72,1,352
47617,0,12,40.71401,-73.96572,1,140,4,0,0.72,1,24
47618,0,3,40.69229,-73.96774,1,115,2,1,1.0,1,26
47619,1,11,40.73559,-73.99985,1,199,30,0,0.72,1,340
47620,0,12,40.70898,-73.94885,1,140,500,0,0.72,1,331
47621,0,6,40.67925,-73.94286,0,80,1,1,1.0,1,22
47622,1,11,40.73895,-74.00393,1,151,1,1,1.0,1,8
47623,0,12,40.71582,-73.9573,0,75,9,0,0.72,1,310
47624,1,26,40.7449,-73.97888,1,288,5,2,2.0,1,74
47625,0,12,40.71799,-73.95826,1,188,5,1,1.0,1,51
47626,0,6,40.68616,-73.94969,1,195,2,0,0.72,2,7
47627,1,2,40.79981,-73.95436,1,250,4,0,0.72,1,13
47628,0,6,40.68269,-73.92931,0,50,7,0,0.72,2,214
47629,0,113,40.68886,-73.98303,1,100,2,0,0.72,1,69
47630,1,1,40.74894,-73.98788,1,99,1,2,2.0,1,264
47631,0,12,40.7193,-73.93993,1,125,7,0,0.72,1,29
47632,0,21,40.69209,-73.91882,0,50,7,1,1.0,1,18
47633,3,41,40.64244,-74.08494,1,78,2,0,0.72,1,342
47634,2,56,40.76595,-73.92656,1,215,2,2,2.0,2,153
47635,2,83,40.7574,-73.85825,0,60,2,2,2.0,1,326
47636,1,18,40.86471,-73.92474,0,100,1,0,0.72,1,365
47637,0,12,40.71043,-73.95963,1,175,30,0,0.72,1,154
47638,0,6,40.68034,-73.93991,1,87,1,0,0.72,1,9
47639,0,21,40.69874,-73.92969,1,150,2,0,0.72,1,365
47640,1,7,40.75654,-74.00012,1,177,1,5,5.0,1,86
47641,2,37,40.76731,-73.8222,0,54,4,0,0.72,2,68
47642,0,16,40.67757,-73.98037,1,115,3,1,1.0,1,29
47643,1,14,40.74325,-73.99528,1,223,3,0,0.72,1,169
47644,1,43,40.71133,-74.00676,1,220,4,0,0.72,1,6
47645,2,106,40.58921,-73.79967,0,75,2,3,3.0,1,79
47646,1,2,40.82024,-73.94362,1,125,2,1,1.0,1,266
47647,1,28,40.77098,-73.9524,1,115,2,1,1.0,1,234
47648,0,15,40.66603,-73.92925,2,50,1,0,0.72,1,314
47649,0,15,40.67398,-73.94669,1,250,1,0,0.72,2,22
47650,2,25,40.75527,-73.93125,1,125,2,1,1.0,1,346
47651,0,21,40.69689,-73.92566,1,189,2,1,1.0,1,24
47652,1,9,40.71658,-73.99065,0,89,2,0,0.72,2,10
47653,1,7,40.76558,-73.98855,1,500,1,4,4.0,2,2
47654,0,79,40.64458,-74.02001,0,50,2,0,0.72,1,20
47655,4,114,40.80855,-73.92948,1,220,30,0,0.72,1,180
47656,2,44,40.70774,-73.90929,0,60,3,0,0.72,1,365
47657,1,71,40.75696,-73.98323,0,65,14,0,0.72,3,85
47658,1,71,40.75675,-73.98514,0,70,14,0,0.72,3,35
47659,1,4,40.80143,-73.93916,0,80,3,0,0.72,3,205
47660,1,2,40.81226,-73.94349,0,80,3,0,0.72,3,187
47661,4,88,40.89198,-73.84779,1,309,2,0,0.72,1,168
47662,0,21,40.70489,-73.92558,0,78,30,0,0.72,3,325
47663,1,2,40.81436,-73.95399,0,119,3,0,0.72,1,5
47664,1,43,40.70762,-74.00233,1,600,3,0,0.72,1,355
47665,0,21,40.70379,-73.91708,0,50,2,0,0.72,3,77
47666,0,15,40.67459,-73.9576,0,65,1,0,0.72,1,342
47667,1,52,40.73054,-74.00061,1,323,1,5,5.0,1,185
47668,0,15,40.67612,-73.93722,1,300,2,1,1.0,1,58
47669,0,12,40.71325,-73.95874,1,170,1,1,1.0,1,77
47670,0,15,40.6758,-73.95091,1,1500,2,0,0.72,7,267
47671,1,8,40.79829,-73.97266,1,174,30,0,0.72,1,1
47672,2,49,40.77379,-73.91291,0,56,4,0,0.72,1,350
47673,2,25,40.75943,-73.92901,1,350,2,2,2.0,1,330
47674,1,1,40.75549,-73.96938,1,350,3,0,0.72,1,280
47675,2,46,40.68636,-73.78866,1,129,2,3,3.0,1,348
47676,2,25,40.75041,-73.93761,1,175,7,1,1.0,1,17
47677,0,15,40.67532,-73.90891,1,150,3,0,0.72,1,73
47678,0,111,40.63979,-73.98633,1,150,1,2,2.0,1,44
47679,4,114,40.80146,-73.91673,0,125,3,0,0.72,2,365
47680,1,4,40.78672,-73.9488,1,180,30,0,0.72,2,341
47681,1,1,40.74801,-73.98592,1,229,3,0,0.72,1,65
47682,0,21,40.69406,-73.9255,1,99,1,5,5.0,1,57
47683,0,12,40.71735,-73.96441,0,80,8,1,1.0,1,157
47684,1,26,40.7441,-73.97683,1,170,30,0,0.72,5,213
47685,0,21,40.70301,-73.92552,0,63,2,0,0.72,5,358
47686,1,43,40.70852,-74.0051,1,198,29,0,0.72,327,345
47687,1,43,40.70802,-74.00642,1,180,29,0,0.72,327,338
47688,1,11,40.73558,-74.00492,1,550,3,0,0.72,1,353
47689,2,49,40.7717,-73.90799,1,90,3,0,0.72,2,21
47690,0,20,40.73109,-73.95267,1,130,3,1,1.0,1,43
47691,1,43,40.70818,-74.00631,1,135,29,0,0.72,327,339
47692,1,43,40.70691,-74.00682,1,165,29,0,0.72,327,342
47693,1,43,40.70772,-74.00673,1,165,29,0,0.72,327,347
47694,1,28,40.76891,-73.95289,1,600,3,0,0.72,1,357
47695,0,6,40.68698,-73.95514,0,70,2,0,0.72,3,291
47696,0,15,40.67032,-73.93957,0,65,7,0,0.72,3,63
47697,2,44,40.70305,-73.89614,1,230,4,0,0.72,2,142
47698,0,12,40.71171,-73.9454,0,60,3,0,0.72,1,0
47699,1,7,40.76097,-74.00026,1,135,1,1,1.0,1,9
47700,1,45,40.80413,-73.96556,0,49,30,0,0.72,1,32
47701,1,28,40.78539,-73.95062,1,156,1,0,0.72,1,7
47702,0,20,40.72845,-73.95791,1,300,2,1,1.0,1,24
47703,1,14,40.74526,-74.00605,1,269,1,4,4.0,1,122
47704,2,129,40.68931,-73.85485,0,35,9,0,0.72,1,246
47705,0,123,40.67568,-74.00997,1,125,2,1,1.0,2,325
47706,2,63,40.73352,-73.84721,1,250,2,0,0.72,1,160
47707,1,2,40.80549,-73.95136,0,80,2,0,0.72,1,352
47708,2,129,40.69298,-73.86396,0,50,1,6,6.0,8,288
47709,0,35,40.62585,-73.9392,1,300,4,0,0.72,1,163
47710,0,111,40.64116,-73.98589,1,67,1,1,1.0,2,48
47711,1,19,40.72936,-73.98298,1,400,3,2,2.0,1,336
47712,2,31,40.744,-73.90185,1,169,1,0,0.72,1,60
47713,0,12,40.71775,-73.96211,1,75,2,0,0.72,1,174
47714,2,126,40.71673,-73.90009,0,140,1,0,0.72,1,88
47715,0,21,40.70266,-73.91723,0,50,7,1,1.0,1,310
47716,4,144,40.86249,-73.89234,0,39,3,1,1.0,8,180
47717,4,144,40.86427,-73.89215,0,39,2,1,1.0,8,175
47718,1,7,40.76516,-73.98817,1,350,1,4,4.0,1,164
47719,4,144,40.86294,-73.89242,1,99,2,0,0.72,8,343
47720,0,6,40.69305,-73.93748,1,275,2,0,0.72,1,365
47721,2,106,40.59549,-73.78857,1,120,1,0,0.72,1,81
47722,0,6,40.68988,-73.95936,1,282,1,1,1.0,6,342
47723,0,16,40.67567,-73.97683,1,185,1,0,0.72,1,43
47724,0,21,40.69297,-73.92111,1,275,2,0,0.72,3,360
47725,1,2,40.80245,-73.9583,0,110,1,1,1.0,1,157
47726,0,21,40.69397,-73.91139,1,90,5,0,0.72,1,12
47727,0,12,40.71698,-73.95003,1,299,2,2,2.0,1,298
47728,0,12,40.7142,-73.96161,0,75,2,0,0.72,1,282
47729,1,8,40.78549,-73.97188,1,168,2,0,0.72,1,46
47730,0,15,40.67244,-73.92267,0,30,7,0,0.72,3,44
47731,1,23,40.72057,-73.99343,1,495,3,1,1.0,1,264
47732,1,28,40.76868,-73.95166,1,100,1,1,1.0,1,134
47733,0,15,40.67305,-73.92279,0,30,7,0,0.72,3,44
47734,2,56,40.7668,-73.91917,0,79,4,0,0.72,3,2
47735,4,72,40.82964,-73.91833,0,53,3,0,0.72,1,162
47736,0,90,40.63294,-74.0273,1,595,1,4,4.0,1,57
47737,0,12,40.71131,-73.96562,1,500,4,0,0.72,1,358
47738,1,1,40.75795,-73.96567,1,189,1,0,0.72,4,351
47739,1,7,40.76405,-73.99004,1,299,4,0,0.72,1,95
47740,0,12,40.71019,-73.95739,0,70,1,1,1.0,1,46
47741,1,7,40.77122,-73.99356,1,350,2,0,0.72,1,179
47742,1,26,40.73763,-73.97368,1,80,1,0,0.72,1,1
47743,2,95,40.67405,-73.85402,0,80,15,0,0.72,1,61
47744,4,114,40.80087,-73.91635,0,100,3,0,0.72,2,365
47745,1,2,40.80778,-73.94762,1,200,120,0,0.72,1,365
47746,1,19,40.72573,-73.98414,1,180,3,2,2.0,1,291
47747,0,6,40.6906,-73.94986,0,45,3,1,1.0,1,116
47748,1,11,40.73421,-74.00321,1,750,1,0,0.72,1,5
47749,2,129,40.69311,-73.86526,0,50,1,4,4.0,8,283
47750,0,22,40.6392,-73.96499,1,75,2,1,1.0,2,32
47751,0,22,40.63378,-73.95867,0,135,3,0,0.72,1,248
47752,0,12,40.71245,-73.94064,1,150,3,0,0.72,1,12
47753,4,99,40.82519,-73.90101,1,150,1,0,0.72,1,88
47754,1,26,40.73985,-73.98074,1,600,3,0,0.72,1,355
47755,1,2,40.81561,-73.94823,0,99,1,1,1.0,1,256
47756,0,54,40.63971,-73.94377,0,85,1,1,1.0,1,167
47757,3,158,40.63207,-74.11406,1,190,1,0,0.72,5,342
47758,1,23,40.72131,-73.98902,1,129,2,0,0.72,1,15
47759,0,12,40.70558,-73.9418,1,89,2,1,1.0,1,266
47760,2,25,40.75283,-73.92504,0,375,2,0,0.72,1,356
47761,0,6,40.68506,-73.94776,1,90,14,0,0.72,1,85
47762,1,19,40.72123,-73.97884,1,450,3,0,0.72,1,361
47763,0,12,40.71749,-73.96362,1,220,30,0,0.72,6,211
47764,1,30,40.84191,-73.93705,0,50,2,1,1.0,1,26
47765,0,12,40.71863,-73.96358,1,220,30,0,0.72,6,205
47766,2,56,40.76598,-73.9162,0,60,30,0,0.72,1,43
47767,1,19,40.73303,-73.98955,1,225,3,0,0.72,1,7
47768,2,112,40.76179,-73.76013,0,100,1,0,0.72,2,358
47769,0,15,40.66711,-73.9375,1,100,7,0,0.72,1,44
47770,1,7,40.76212,-73.99771,1,280,3,2,2.0,1,341
47771,2,103,40.75637,-73.89729,0,65,1,0,0.72,1,36
47772,0,3,40.68853,-73.96089,2,45,1,0,0.72,6,345
47773,0,15,40.67069,-73.94343,0,62,3,0,0.72,1,22
47774,1,19,40.73085,-73.9837,1,315,5,2,2.0,1,249
47775,2,56,40.76614,-73.91371,1,500,2,0,0.72,1,157
47776,1,1,40.75304,-73.96658,1,399,3,0,0.72,1,148
47777,0,20,40.71895,-73.95332,1,164,4,0,0.72,1,7
47778,0,12,40.71358,-73.94092,0,60,1,0,0.72,2,173
47779,1,48,40.72727,-73.99322,1,180,5,0,0.72,1,317
47780,1,1,40.74904,-73.98312,1,499,3,0,0.72,1,144
47781,0,73,40.5908,-73.94693,0,35,2,2,2.0,1,250
47782,1,7,40.76123,-73.99084,1,229,3,1,1.0,1,150
47783,2,37,40.74793,-73.81782,0,50,7,0,0.72,1,89
47784,1,11,40.73691,-73.99715,0,79,28,0,0.72,3,70
47785,1,8,40.78439,-73.97746,1,307,4,0,0.72,1,344
47786,1,14,40.74315,-73.99591,1,225,3,0,0.72,1,87
47787,0,16,40.67817,-73.97603,1,145,6,0,0.72,1,14
47788,2,94,40.71316,-73.81953,1,85,5,1,1.0,1,54
47789,0,12,40.71422,-73.95697,1,110,2,0,0.72,1,30
47790,4,134,40.91234,-73.89417,0,40,1,1,1.0,3,179
47791,2,44,40.7055,-73.9096,0,180,1,2,2.0,3,78
47792,1,5,40.74865,-73.98158,1,299,3,1,1.0,1,187
47793,0,21,40.6929,-73.92643,0,60,1,0,0.72,1,97
47794,1,5,40.74839,-73.98087,1,199,3,0,0.72,1,208
47795,1,28,40.7609,-73.96147,1,299,3,0,0.72,1,177
47796,1,4,40.80321,-73.93781,0,80,3,1,1.0,3,213
47797,1,4,40.803,-73.93913,0,80,3,2,2.0,3,242
47798,1,4,40.78661,-73.94273,1,450,3,0,0.72,1,358
47799,0,12,40.71655,-73.96416,2,115,3,1,1.0,2,66
47800,0,6,40.69387,-73.93885,0,100,1,0,0.72,1,87
47801,1,2,40.80494,-73.95463,0,150,1,0,0.72,1,8
47802,2,25,40.7564,-73.92101,0,85,3,0,0.72,1,250
47803,1,19,40.7206,-73.97913,1,375,3,0,0.72,1,357
47804,2,94,40.70577,-73.81539,1,105,1,4,4.0,1,208
47805,1,7,40.7687,-73.98927,1,179,2,0,0.72,1,12
47806,0,12,40.71606,-73.94367,1,250,5,0,0.72,1,318
47807,0,12,40.71792,-73.96266,1,195,30,0,0.72,6,200
47808,1,7,40.76274,-73.99118,1,189,31,0,0.72,1,237
47809,0,12,40.71936,-73.96436,1,195,30,0,0.72,6,239
47810,1,8,40.77485,-73.97827,1,150,4,0,0.72,1,63
47811,2,112,40.76321,-73.7608,0,100,1,0,0.72,2,351
47812,1,28,40.76924,-73.95323,0,100,3,0,0.72,3,37
47813,0,6,40.68789,-73.95596,0,55,1,0,0.72,1,312
47814,1,43,40.7084,-74.00518,1,699,29,0,0.72,327,327
47815,1,2,40.81908,-73.95718,2,30,7,0,0.72,1,83
47816,0,12,40.72003,-73.96242,1,350,4,0,0.72,1,9
47817,1,28,40.77961,-73.95181,1,230,3,0,0.72,1,324
47818,1,53,40.71717,-73.99817,1,350,4,0,0.72,1,334
47819,1,19,40.72653,-73.97949,0,100,1,0,0.72,1,188
47820,0,21,40.69627,-73.92705,0,49,1,1,1.0,6,7
47821,1,43,40.70707,-74.00557,1,699,29,0,0.72,327,341
47822,0,15,40.67268,-73.94895,1,190,2,0,0.72,1,128
47823,0,100,40.64078,-73.90575,1,110,2,1,1.0,1,360
47824,0,21,40.69427,-73.91995,0,30,3,0,0.72,3,100
47825,0,21,40.69266,-73.92684,0,99,3,3,3.0,2,17
47826,1,45,40.80701,-73.96619,0,63,10,0,0.72,2,83
47827,0,6,40.68715,-73.94232,0,45,2,1,1.0,1,6
47828,0,12,40.71199,-73.96479,1,220,4,1,1.0,1,25
47829,1,26,40.73853,-73.97982,1,179,5,0,0.72,1,236
47830,1,71,40.761,-73.98217,1,249,5,0,0.72,1,117
47831,0,70,40.66548,-73.86935,0,60,1,1,1.0,1,361
47832,1,45,40.80498,-73.9664,0,250,1,0,0.72,2,17
47833,0,6,40.68975,-73.92598,1,200,2,0,0.72,1,71
47834,1,1,40.74497,-73.9844,1,290,7,0,0.72,1,199
47835,2,81,40.7391,-73.86944,1,88,1,0,0.72,2,50
47836,1,28,40.7789,-73.95554,1,199,4,1,1.0,1,314
47837,1,53,40.71807,-73.99843,1,125,3,0,0.72,1,11
47838,4,181,40.86143,-73.84556,1,79,2,2,2.0,2,169
47839,0,21,40.69445,-73.92235,1,550,2,0,0.72,3,354
47840,1,2,40.79965,-73.95157,1,300,3,2,2.0,1,349
47841,1,2,40.81615,-73.94359,1,225,3,0,0.72,2,170
47842,0,20,40.71982,-73.94742,1,260,2,1,1.0,1,245
47843,0,16,40.67441,-73.98258,1,185,3,1,1.0,1,117
47844,0,21,40.69457,-73.92109,1,280,2,0,0.72,3,356
47845,0,21,40.70281,-73.93188,1,249,2,1,1.0,1,17
47846,2,56,40.76591,-73.90934,0,90,3,0,0.72,1,78
47847,1,2,40.81524,-73.94168,0,47,1,0,0.72,2,115
47848,2,46,40.68248,-73.79417,1,128,1,5,5.0,1,176
47849,2,44,40.7032,-73.89571,1,220,4,2,2.0,2,146
47850,2,140,40.77415,-73.79218,1,258,1,0,0.72,1,362
47851,2,103,40.75971,-73.86607,1,90,2,2,2.0,1,135
47852,1,26,40.74316,-73.98038,0,400,2,0,0.72,1,365
47853,2,183,40.68263,-73.72597,0,79,1,3,3.0,3,89
47854,1,8,40.80158,-73.96182,0,100,1,1,1.0,1,1
47855,2,129,40.69405,-73.86693,0,66,2,2,2.0,2,364
47856,1,1,40.75736,-73.96665,1,425,5,0,0.72,1,40
47857,1,1,40.75827,-73.97092,1,425,3,0,0.72,1,24
47858,1,19,40.72546,-73.98703,1,235,3,1,1.0,1,326
47859,1,30,40.83325,-73.94034,0,84,1,0,0.72,1,39
47860,1,1,40.75836,-73.96289,1,135,30,0,0.72,1,99
47861,1,1,40.75205,-73.97076,0,100,1,1,1.0,1,1
47862,1,5,40.74864,-73.971,1,346,1,0,0.72,1,364
47863,0,12,40.71711,-73.94804,0,80,3,0,0.72,1,351
47864,1,1,40.75655,-73.96552,1,200,30,0,0.72,1,155
47865,1,2,40.81709,-73.93866,1,125,1,0,0.72,1,69
47866,2,25,40.74753,-73.94054,1,170,3,0,0.72,7,16
47867,0,10,40.66076,-73.98475,1,125,2,2,2.0,1,9
47868,1,4,40.79752,-73.93287,0,65,3,0,0.72,1,173
47869,1,1,40.7542,-73.96815,1,1600,3,0,0.72,1,365
47870,0,13,40.68893,-73.97016,1,800,3,0,0.72,1,37
47871,1,7,40.76125,-73.99506,1,200,3,1,1.0,1,39
47872,0,6,40.6877,-73.95449,1,100,11,0,0.72,1,25
47873,2,56,40.75741,-73.91665,1,250,2,0,0.72,1,354
47874,0,6,40.68708,-73.94657,1,44,1,0,0.72,3,179
47875,0,12,40.70986,-73.95125,1,112,31,0,0.72,1,195
47876,1,28,40.77297,-73.9553,0,122,10,0,0.72,3,306
47877,1,77,40.71878,-74.00491,1,380,5,0,0.72,1,73
47878,1,2,40.83029,-73.94191,0,60,1,3,3.0,2,49
47879,0,12,40.71335,-73.94453,0,90,1,0,0.72,1,179
47880,0,22,40.63926,-73.96416,1,100,2,0,0.72,2,71
47881,1,7,40.75707,-73.99764,0,225,2,0,0.72,1,20
47882,0,22,40.63415,-73.95208,1,120,4,0,0.72,1,65
47883,1,4,40.80505,-73.93964,0,95,1,1,1.0,1,8
47884,1,8,40.79906,-73.96517,0,60,1,0,0.72,1,7
47885,0,12,40.71186,-73.9399,0,59,2,2,2.0,3,74
47886,1,52,40.72782,-73.99759,1,420,4,0,0.72,3,22
47887,1,2,40.82856,-73.94021,0,60,1,2,2.0,2,33
47888,0,6,40.6825,-73.91596,1,150,1,3,3.0,1,228
47889,1,19,40.72715,-73.98327,1,140,10,0,0.72,2,264
47890,0,12,40.71812,-73.96404,1,285,7,0,0.72,1,6
47891,0,24,40.66365,-73.94611,1,135,3,0,0.72,1,9
47892,0,21,40.69965,-73.92837,1,199,6,0,0.72,1,85
47893,0,111,40.63314,-74.006,0,69,1,0,0.72,6,365
47894,0,36,40.68732,-73.99096,1,289,30,0,0.72,1,105
47895,0,15,40.67327,-73.94951,0,70,4,0,0.72,2,17
47896,1,14,40.74755,-74.00394,0,105,1,1,1.0,2,31
47897,1,19,40.72878,-73.98478,1,129,20,0,0.72,2,180
47898,1,14,40.74672,-74.00431,0,105,1,2,2.0,2,31
47899,1,52,40.72902,-74.00152,0,116,1,0,0.72,1,105
47900,0,13,40.688,-73.97008,1,199,2,1,1.0,1,68
47901,0,12,40.71449,-73.9569,1,196,1,0,0.72,1,95
47902,0,12,40.71443,-73.9527,1,175,2,0,0.72,1,81
47903,0,20,40.72229,-73.94846,1,128,30,0,0.72,1,312
47904,1,7,40.76246,-73.99193,1,250,2,0,0.72,1,32
47905,0,12,40.71109,-73.96191,1,100,2,1,1.0,1,296
47906,1,43,40.71047,-74.00761,1,150,30,1,1.0,1,53
47907,0,21,40.68726,-73.91421,0,60,1,0,0.72,1,179
